enc_region;IH_residencia_habitual;rph_edad;rph_sexo;rph_nacionalidad;rph_nivel;rph_estadocivil;rph_situacion_laboral_a;rph_nse;P_AUMENTO_PAIS;P_FUENTE_INFO_PAIS_1;P_DELITO_PRONOSTICO__1;Pronostico_robo_vivienda
Metropolitana;3;>70;Mujer;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Experiencias;1;Si
Biobío;2;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE alto;Se mantuvo;Redes sociales;0;No
Valparaíso;3;30-39;Mujer;Extranjero;Educación superior;Conviviente;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Tarapacá;3;30-39;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Otras personas;0;No
Metropolitana;1;20-29;Hombre;Extranjero;Educación secundaria;Soltero;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Metropolitana;3;30-39;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;2;>70;Mujer;Chilena;Educación superior;Casado;Cesante;NSE alto;Aumentó;Periódico regional;0;No
Atacama;5;30-39;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Arica y Parinacota;2;40-49;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Noticias;0;No
Arica y Parinacota;4;40-49;Hombre;Chilena;Educación superior;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;1;Si
Metropolitana;1;30-39;Mujer;Extranjero;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Otras personas;0;No
Metropolitana;2;40-49;Mujer;Chilena;Educación superior;Separado;Empleado;NSE alto;Aumentó;Periódico nacional;1;Si
Metropolitana;2;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Ohiggins;1;40-49;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Periódico regional;0;No
Metropolitana;4;50-59;Hombre;Chilena;Educación básica;Conviviente;Empleado;NSE medio;Aumentó;Radio;1;Si
Biobío;4;40-49;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;60-69;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Biobío;4;20-29;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;3;20-29;Hombre;Extranjero;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;50-59;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Radio;0;No
Ohiggins;1;>70;Mujer;Chilena;Educación superior;Separado;Empleado;NSE medio;Aumentó;Noticias;0;No
Los Ríos;2;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Se mantuvo;Noticias;0;No
Magallanes;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Ohiggins;3;60-69;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;TV;1;Si
Tarapacá;2;60-69;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Periódico nacional;0;No
Atacama;2;50-59;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Valparaíso;3;40-49;Mujer;Chilena;Educación superior;Conviviente;Cesante;NSE medio;Aumentó;Noticias;0;No
Valparaíso;5;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;60-69;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Otras personas;0;No
Metropolitana;4;40-49;Mujer;Extranjero;Educación superior;Casado;Cesante;NSE alto;Aumentó;Noticias;0;No
Valparaíso;1;>70;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;3;50-59;Hombre;Chilena;Educación secundaria;Separado;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Tarapacá;2;40-49;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Periódico regional;0;No
Valparaíso;2;50-59;Mujer;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Valparaíso;4;30-39;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;1;Si
Metropolitana;3;60-69;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;1;>70;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE medio;Aumentó;Radio;0;No
Metropolitana;2;20-29;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Periódico nacional;0;No
Tarapacá;3;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Metropolitana;3;>70;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Magallanes;3;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;1;Si
Biobío;3;50-59;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Los lagos;3;40-49;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Coquimbo;5;40-49;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;1;Si
Metropolitana;2;>70;Mujer;Chilena;Educación básica;Conviviente;Empleado;NSE bajo;Aumentó;Otras personas;0;No
Magallanes;5;30-39;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;3;50-59;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Experiencias;0;No
Ohiggins;2;40-49;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Tarapacá;6;20-29;Hombre;Extranjero;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;5;20-29;Mujer;Extranjero;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;30-39;Hombre;Extranjero;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Biobío;5;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Valparaíso;4;30-39;Hombre;Chilena;Educación secundaria;Separado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;1;>70;Hombre;Chilena;Sin educación formal;Soltero;Empleado;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;2;60-69;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;1;Si
Metropolitana;1;60-69;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
La Araucanía;1;>70;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Los lagos;5;20-29;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Antofagasta;12;50-59;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Magallanes;4;40-49;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;60-69;Mujer;Chilena;Educación superior;Separado;Empleado;NSE alto;Aumentó;Noticias;0;No
Coquimbo;3;30-39;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Redes sociales;1;Si
Metropolitana;1;50-59;Hombre;Chilena;Educación superior;Separado;Empleado;NSE alto;Aumentó;Noticias;0;No
Valparaíso;5;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE medio;Se mantuvo;Noticias;0;No
Maule;5;60-69;Hombre;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;2;50-59;Mujer;Chilena;Educación secundaria;Separado;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Coquimbo;5;30-39;Mujer;Chilena;Educación superior;Conviviente;Cesante;NSE bajo;Aumentó;Redes sociales;1;Si
Los lagos;4;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Atacama;4;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Coquimbo;1;50-59;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE medio;Aumentó;Noticias;0;No
Valparaíso;2;40-49;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Maule;3;>70;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;6;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;4;20-29;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Experiencias;0;No
Metropolitana;4;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Los lagos;3;50-59;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;1;Si
Tarapacá;4;40-49;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Periódico nacional;0;No
Metropolitana;3;>70;Hombre;Chilena;Educación básica;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;2;50-59;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;5;20-29;Hombre;Chilena;Educación superior;Conviviente;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;4;30-39;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Experiencias;0;No
Metropolitana;1;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Los lagos;2;30-39;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;1;Si
Los Ríos;1;60-69;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Valparaíso;2;40-49;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;3;15-19;Mujer;Extranjero;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;2;50-59;Mujer;Chilena;Educación superior;Separado;Empleado;NSE medio;Aumentó;Experiencias;0;No
Coquimbo;2;>70;Hombre;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Coquimbo;5;40-49;Mujer;Chilena;Educación secundaria;Conviviente;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;>70;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;1;Si
Metropolitana;5;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;50-59;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;4;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Familiar;0;No
Metropolitana;3;60-69;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Radio;0;No
Maule;3;20-29;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;4;20-29;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Atacama;5;60-69;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Tarapacá;7;20-29;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Atacama;2;40-49;Mujer;Extranjero;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;4;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;1;20-29;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Valparaíso;1;>70;Mujer;Chilena;Educación superior;Viudo;Cesante;NSE medio;Aumentó;Noticias;1;Si
Ñuble;2;20-29;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;1;Si
Metropolitana;3;50-59;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;3;30-39;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;4;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;2;40-49;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;4;50-59;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Tarapacá;3;20-29;Mujer;Chilena;Educación superior;Conviviente;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Maule;1;40-49;Hombre;Chilena;Educación secundaria;Separado;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;1;>70;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Radio;0;No
Valparaíso;5;20-29;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;1;Si
Valparaíso;3;30-39;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Redes sociales;0;No
Los Ríos;4;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;3;40-49;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Metropolitana;8;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Los Ríos;3;30-39;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;5;>70;Hombre;Chilena;Educación superior;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
La Araucanía;3;60-69;Mujer;Chilena;Educación superior;Separado;Cesante;NSE alto;Aumentó;Noticias;0;No
Los Ríos;3;50-59;Mujer;Chilena;Educación básica;Soltero;Cesante;NSE bajo;Aumentó;Periódico nacional;0;No
Valparaíso;1;60-69;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Los Ríos;2;60-69;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Redes sociales;1;Si
Valparaíso;5;60-69;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Valparaíso;2;60-69;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Radio;0;No
Los lagos;5;30-39;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Redes sociales;1;Si
Biobío;4;30-39;Hombre;Extranjero;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;6;20-29;Mujer;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Los Ríos;2;60-69;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;20-29;Hombre;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Noticias;1;Si
Valparaíso;2;50-59;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE alto;Se mantuvo;Noticias;0;No
Metropolitana;3;50-59;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Redes sociales;0;No
La Araucanía;5;40-49;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Ñuble;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE medio;Aumentó;Otras personas;0;No
Valparaíso;3;60-69;Hombre;Chilena;Educación básica;Casado;Empleado;NSE bajo;Aumentó;Otras personas;0;No
Biobío;2;60-69;Mujer;Chilena;Educación básica;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Los Ríos;4;60-69;Hombre;Chilena;Educación básica;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Los Ríos;1;60-69;Hombre;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Redes sociales;1;Si
Biobío;1;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;1;Si
Valparaíso;5;30-39;Mujer;Chilena;Educación superior;Casado;Empleado;NSE medio;Aumentó;Experiencias;0;No
Los Ríos;2;50-59;Mujer;Extranjero;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Tarapacá;4;60-69;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;1;60-69;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;4;30-39;Mujer;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;1;60-69;Hombre;Chilena;Educación secundaria;Separado;Cesante;NSE bajo;Aumentó;Otras personas;0;No
Valparaíso;2;60-69;Mujer;Chilena;Educación básica;Separado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Valparaíso;4;40-49;Mujer;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Metropolitana;3;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Se mantuvo;Redes sociales;0;No
Maule;3;20-29;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Metropolitana;3;50-59;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Biobío;4;20-29;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Radio;0;No
La Araucanía;2;30-39;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE alto;Aumentó;Periódico nacional;1;Si
Metropolitana;2;40-49;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;0;No
Valparaíso;2;>70;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Tarapacá;2;50-59;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Tarapacá;7;50-59;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Biobío;2;60-69;Mujer;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Noticias;0;No
Coquimbo;2;20-29;Mujer;Chilena;Educación superior;Casado;Cesante;NSE alto;Aumentó;Redes sociales;0;No
Maule;3;20-29;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Experiencias;0;No
Tarapacá;2;50-59;Mujer;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Arica y Parinacota;5;50-59;Mujer;Chilena;Educación secundaria;Separado;Cesante;NSE bajo;Aumentó;Noticias;1;Si
Metropolitana;3;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Se mantuvo;Redes sociales;0;No
Ñuble;3;60-69;Mujer;Chilena;Educación secundaria;Viudo;Empleado;NSE medio;Aumentó;Noticias;0;No
Atacama;3;20-29;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;TV;1;Si
Arica y Parinacota;5;40-49;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Noticias;1;Si
Ohiggins;5;30-39;Mujer;Chilena;Educación superior;Separado;Cesante;NSE bajo;Aumentó;Redes sociales;1;Si
Ohiggins;2;50-59;Hombre;Chilena;Educación básica;Casado;Cesante;NSE medio;Aumentó;Experiencias;0;No
Maule;1;>70;Mujer;Chilena;Educación básica;Separado;Cesante;NSE bajo;Se mantuvo;Radio;1;Si
Atacama;3;60-69;Mujer;Chilena;Educación secundaria;Casado;Empleado;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;2;30-39;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE alto;Aumentó;Periódico nacional;0;No
Biobío;1;>70;Hombre;Chilena;Educación básica;Separado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Arica y Parinacota;3;20-29;Hombre;Chilena;Educación superior;Soltero;Cesante;NSE bajo;Aumentó;Otras personas;1;Si
Tarapacá;2;60-69;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Noticias;0;No
Magallanes;3;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;4;50-59;Mujer;Chilena;Educación superior;Casado;Cesante;NSE medio;Aumentó;Noticias;1;Si
Metropolitana;4;30-39;Hombre;Extranjero;Educación secundaria;Conviviente;Cesante;NSE bajo;Aumentó;Noticias;0;No
La Araucanía;4;15-19;Hombre;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Se mantuvo;Redes sociales;0;No
Tarapacá;1;60-69;Hombre;Chilena;Educación secundaria;Viudo;Cesante;NSE medio;Aumentó;Noticias;0;No
Metropolitana;9;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE bajo;Se mantuvo;Familiar;0;No
Tarapacá;5;50-59;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;3;20-29;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Familiar;0;No
Biobío;2;60-69;Mujer;Chilena;Educación superior;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;>70;Hombre;Chilena;Educación secundaria;Separado;Cesante;NSE bajo;Aumentó;Noticias;0;No
Tarapacá;2;20-29;Hombre;Chilena;Educación secundaria;Conviviente;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
Arica y Parinacota;3;60-69;Mujer;Chilena;Educación secundaria;Viudo;Cesante;NSE bajo;Aumentó;Noticias;0;No
Metropolitana;3;30-39;Hombre;Chilena;Educación básica;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Coquimbo;3;20-29;Hombre;Chilena;Educación superior;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;1;Si
Los Ríos;3;15-19;Mujer;Chilena;Educación secundaria;Soltero;Cesante;NSE medio;Aumentó;Redes sociales;1;Si
Valparaíso;4;20-29;Hombre;Chilena;Educación básica;Conviviente;Empleado;NSE bajo;Aumentó;Noticias;0;No
Tarapacá;3;60-69;Mujer;Chilena;Educación secundaria;Casado;Cesante;NSE medio;Aumentó;Noticias;0;No
Biobío;3;30-39;Hombre;Chilena;Educación superior;Conviviente;Empleado;NSE medio;Aumentó;Noticias;0;No
Arica y Parinacota;2;60-69;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE medio;Aumentó;Redes sociales;0;No
Metropolitana;2;60-69;Hombre;Chilena;Educación superior;Casado;Empleado;NSE alto;Aumentó;Noticias;0;No
Arica y Parinacota;3;30-39;Hombre;Chilena;Educación secundaria;Soltero;Empleado;NSE bajo;Aumentó;Redes sociales;0;No
